task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,ambient_temp_c,visibility_pct,site_traffic_density,scheduled_start,scheduled_end,priority,status
TSK-00606,2026-09-15,OP-004,MC-006,SITE-A,Grading,Clear,Muddy,35.4,88.1,Medium,2026-09-15T09:17:00,2026-09-15T11:05:00,High,Scheduled
TSK-00607,2026-09-15,OP-005,MC-004,SITE-D,Excavation,Rain,Rocky,12.1,39.5,Low,2026-09-15T19:00:00,2026-09-15T21:20:00,Low,Scheduled
TSK-00608,2026-09-15,OP-006,MC-003,SITE-A,Excavation,Clear,Hard Soil,35.3,96.1,High,2026-09-15T07:00:00,2026-09-15T08:47:00,Medium,Scheduled
TSK-00609,2026-09-15,OP-006,MC-005,SITE-D,Demolition,Clear,Hard Soil,26.4,86.4,Low,2026-09-15T09:07:00,2026-09-15T11:14:00,Medium,Scheduled
TSK-00610,2026-09-15,OP-006,MC-007,SITE-C,Material Loading,Clear,Rocky,24.8,90.1,Low,2026-09-15T11:24:00,2026-09-15T12:32:00,Low,Scheduled
TSK-00611,2026-09-15,OP-007,MC-004,SITE-D,Demolition,Clear,Hard Soil,21.5,75.6,Low,2026-09-15T19:00:00,2026-09-15T21:13:00,Low,Scheduled
TSK-00612,2026-09-15,OP-007,MC-008,SITE-D,Grading,Rain,Soft Soil,12.1,49.2,High,2026-09-15T21:33:00,2026-09-15T22:53:00,High,Scheduled
TSK-00613,2026-09-15,OP-007,MC-007,SITE-B,Material Loading,Clear,Hard Soil,20.4,75.1,Low,2026-09-15T23:23:00,2026-09-16T00:16:00,Medium,Scheduled
TSK-00614,2026-09-15,OP-008,MC-006,SITE-A,Trenching,Rain,Rocky,24.1,62.7,High,2026-09-15T07:00:00,2026-09-15T09:56:00,Low,Scheduled
TSK-00615,2026-09-15,OP-009,MC-007,SITE-C,Trenching,Dust Storm,Muddy,30.6,24.3,Medium,2026-09-15T19:00:00,2026-09-15T21:35:00,High,Scheduled
TSK-00616,2026-09-15,OP-010,MC-002,SITE-D,Excavation,Rain,Muddy,27.2,72.2,High,2026-09-15T07:00:00,2026-09-15T08:54:00,High,Scheduled
TSK-00617,2026-09-15,OP-010,MC-010,SITE-C,Grading,Clear,Soft Soil,29.4,84.3,Medium,2026-09-15T09:14:00,2026-09-15T10:22:00,Medium,Scheduled
TSK-00618,2026-09-15,OP-011,MC-010,SITE-B,Material Loading,Clear,Soft Soil,21.7,82.2,High,2026-09-15T19:00:00,2026-09-15T19:53:00,High,Scheduled
TSK-00619,2026-09-15,OP-012,MC-006,SITE-C,Excavation,Rain,Rocky,18.7,69.4,Low,2026-09-15T07:00:00,2026-09-15T09:27:00,Medium,Scheduled
TSK-00620,2026-09-15,OP-013,MC-002,SITE-C,Grading,Clear,Rocky,28.2,65.5,Low,2026-09-15T19:00:00,2026-09-15T20:42:00,Low,Scheduled
TSK-00621,2026-09-15,OP-014,MC-008,SITE-D,Demolition,Clear,Muddy,12.5,92.8,Low,2026-09-15T07:00:00,2026-09-15T09:35:00,Medium,Scheduled
TSK-00622,2026-09-15,OP-015,MC-009,SITE-C,Demolition,Clear,Soft Soil,21.7,80.0,Medium,2026-09-15T19:00:00,2026-09-15T21:14:00,Medium,Scheduled
TSK-00623,2026-09-15,OP-015,MC-001,SITE-A,Demolition,Clear,Soft Soil,18.3,85.6,High,2026-09-15T21:29:00,2026-09-15T23:25:00,High,Scheduled
TSK-00624,2026-09-16,OP-001,MC-003,SITE-A,Grading,Clear,Rocky,22.1,71.5,Medium,2026-09-16T19:00:00,2026-09-16T20:34:00,Medium,Scheduled
TSK-00625,2026-09-16,OP-001,MC-009,SITE-A,Material Loading,Clear,Hard Soil,23.1,81.2,Low,2026-09-16T20:49:00,2026-09-16T21:34:00,Medium,Scheduled
TSK-00626,2026-09-16,OP-002,MC-010,SITE-B,Demolition,High Wind,Rocky,26.5,58.1,Low,2026-09-16T07:00:00,2026-09-16T10:07:00,Medium,Scheduled
TSK-00627,2026-09-16,OP-002,MC-005,SITE-C,Grading,Clear,Soft Soil,24.3,90.1,Low,2026-09-16T10:17:00,2026-09-16T11:21:00,Low,Scheduled
TSK-00628,2026-09-16,OP-003,MC-006,SITE-A,Grading,Clear,Muddy,11.2,65.0,High,2026-09-16T19:00:00,2026-09-16T20:36:00,Low,Scheduled
TSK-00629,2026-09-16,OP-003,MC-007,SITE-A,Demolition,High Wind,Muddy,28.4,57.8,Low,2026-09-16T21:06:00,2026-09-17T00:06:00,High,Scheduled
TSK-00630,2026-09-16,OP-003,MC-006,SITE-D,Grading,Clear,Hard Soil,9.9,80.1,High,2026-09-17T00:36:00,2026-09-17T02:02:00,High,Scheduled
TSK-00631,2026-09-16,OP-004,MC-005,SITE-C,Excavation,Clear,Soft Soil,23.1,86.5,Low,2026-09-16T07:00:00,2026-09-16T08:22:00,Medium,Scheduled
TSK-00632,2026-09-16,OP-004,MC-009,SITE-D,Material Loading,Dust Storm,Rocky,38.2,26.9,Medium,2026-09-16T08:42:00,2026-09-16T10:04:00,High,Scheduled
TSK-00633,2026-09-16,OP-005,MC-002,SITE-D,Material Loading,Dust Storm,Soft Soil,25.7,18.6,Medium,2026-09-16T19:00:00,2026-09-16T19:59:00,Medium,Scheduled
TSK-00634,2026-09-16,OP-006,MC-002,SITE-B,Trenching,Rain,Hard Soil,19.4,55.3,Medium,2026-09-16T07:00:00,2026-09-16T09:26:00,Low,Scheduled
TSK-00635,2026-09-16,OP-006,MC-006,SITE-D,Demolition,Rain,Muddy,21.4,81.8,High,2026-09-16T09:46:00,2026-09-16T12:41:00,Low,Scheduled
TSK-00636,2026-09-16,OP-006,MC-001,SITE-A,Excavation,Rain,Muddy,32.2,71.4,High,2026-09-16T12:56:00,2026-09-16T14:30:00,Medium,Scheduled
TSK-00637,2026-09-16,OP-007,MC-002,SITE-D,Excavation,Clear,Muddy,21.9,84.9,Medium,2026-09-16T19:00:00,2026-09-16T20:56:00,Low,Scheduled
TSK-00638,2026-09-16,OP-008,MC-001,SITE-B,Grading,Dust Storm,Soft Soil,32.8,37.2,Medium,2026-09-16T07:00:00,2026-09-16T08:28:00,High,Scheduled
TSK-00639,2026-09-16,OP-009,MC-005,SITE-D,Grading,Rain,Muddy,20.0,22.9,Low,2026-09-16T19:00:00,2026-09-16T20:37:00,High,Scheduled
TSK-00640,2026-09-16,OP-009,MC-003,SITE-C,Material Loading,High Wind,Muddy,22.8,67.3,High,2026-09-16T20:57:00,2026-09-16T22:00:00,Low,Scheduled
TSK-00641,2026-09-16,OP-010,MC-004,SITE-A,Excavation,Clear,Soft Soil,29.0,89.5,High,2026-09-16T07:00:00,2026-09-16T08:42:00,Low,Scheduled
TSK-00642,2026-09-16,OP-010,MC-004,SITE-C,Trenching,Dust Storm,Hard Soil,25.7,26.5,Medium,2026-09-16T09:02:00,2026-09-16T11:08:00,High,Scheduled
TSK-00643,2026-09-16,OP-011,MC-002,SITE-D,Demolition,Clear,Muddy,19.5,81.4,Low,2026-09-16T19:00:00,2026-09-16T21:33:00,Medium,Scheduled
TSK-00644,2026-09-16,OP-011,MC-008,SITE-C,Material Loading,Dust Storm,Hard Soil,36.3,36.3,High,2026-09-16T21:48:00,2026-09-16T22:50:00,Low,Scheduled
TSK-00645,2026-09-16,OP-012,MC-002,SITE-D,Excavation,Rain,Hard Soil,28.7,68.7,Low,2026-09-16T07:00:00,2026-09-16T08:53:00,Medium,Scheduled
TSK-00646,2026-09-16,OP-013,MC-007,SITE-B,Demolition,Clear,Muddy,22.9,73.4,High,2026-09-16T19:00:00,2026-09-16T21:50:00,High,Scheduled
TSK-00647,2026-09-16,OP-013,MC-001,SITE-A,Demolition,Clear,Hard Soil,22.0,79.8,Medium,2026-09-16T22:20:00,2026-09-17T00:18:00,Medium,Scheduled
TSK-00648,2026-09-16,OP-013,MC-007,SITE-C,Excavation,Clear,Muddy,14.7,84.4,Low,2026-09-17T00:38:00,2026-09-17T02:44:00,High,Scheduled
TSK-00649,2026-09-16,OP-014,MC-006,SITE-B,Demolition,Clear,Soft Soil,28.7,99.1,High,2026-09-16T07:00:00,2026-09-16T08:59:00,High,Scheduled
TSK-00650,2026-09-16,OP-015,MC-007,SITE-C,Trenching,Clear,Soft Soil,23.6,75.1,Low,2026-09-16T19:00:00,2026-09-16T20:42:00,Medium,Scheduled
TSK-00651,2026-09-17,OP-001,MC-010,SITE-C,Demolition,Clear,Rocky,16.5,82.1,Low,2026-09-17T19:00:00,2026-09-17T21:31:00,High,Scheduled
TSK-00652,2026-09-17,OP-001,MC-005,SITE-C,Material Loading,Dust Storm,Soft Soil,20.8,18.8,Low,2026-09-17T22:01:00,2026-09-17T22:48:00,Medium,Scheduled
TSK-00653,2026-09-17,OP-002,MC-003,SITE-B,Material Loading,Rain,Rocky,23.1,48.8,Low,2026-09-17T07:00:00,2026-09-17T07:59:00,High,Scheduled
TSK-00654,2026-09-17,OP-002,MC-007,SITE-B,Trenching,High Wind,Hard Soil,21.2,94.2,Medium,2026-09-17T08:09:00,2026-09-17T10:11:00,Medium,Scheduled
TSK-00655,2026-09-17,OP-003,MC-006,SITE-D,Material Loading,Clear,Soft Soil,22.6,80.4,High,2026-09-17T19:00:00,2026-09-17T19:46:00,Medium,Scheduled
TSK-00656,2026-09-17,OP-004,MC-009,SITE-D,Grading,Clear,Muddy,21.6,98.3,Low,2026-09-17T07:00:00,2026-09-17T08:38:00,Low,Scheduled
TSK-00657,2026-09-17,OP-004,MC-009,SITE-C,Excavation,Rain,Soft Soil,19.8,65.3,Low,2026-09-17T08:58:00,2026-09-17T10:43:00,Medium,Scheduled
TSK-00658,2026-09-17,OP-004,MC-003,SITE-C,Trenching,Clear,Hard Soil,24.7,100.0,Medium,2026-09-17T11:13:00,2026-09-17T12:56:00,Medium,Scheduled
TSK-00659,2026-09-17,OP-005,MC-005,SITE-B,Excavation,Clear,Muddy,24.2,69.8,Low,2026-09-17T19:00:00,2026-09-17T21:03:00,High,Scheduled
TSK-00660,2026-09-17,OP-005,MC-004,SITE-A,Trenching,Clear,Rocky,17.7,82.7,High,2026-09-17T21:33:00,2026-09-18T00:04:00,Low,Scheduled
TSK-00661,2026-09-17,OP-006,MC-002,SITE-D,Demolition,Clear,Hard Soil,23.8,92.8,High,2026-09-17T07:00:00,2026-09-17T09:18:00,High,Scheduled
TSK-00662,2026-09-17,OP-006,MC-005,SITE-B,Excavation,Clear,Soft Soil,33.8,91.3,High,2026-09-17T09:38:00,2026-09-17T11:06:00,Medium,Scheduled
TSK-00663,2026-09-17,OP-007,MC-006,SITE-A,Grading,Rain,Rocky,16.5,49.6,High,2026-09-17T19:00:00,2026-09-17T21:01:00,Low,Scheduled
TSK-00664,2026-09-17,OP-008,MC-006,SITE-B,Excavation,High Wind,Soft Soil,33.0,74.8,Low,2026-09-17T07:00:00,2026-09-17T08:37:00,Medium,Scheduled
TSK-00665,2026-09-17,OP-009,MC-010,SITE-A,Material Loading,Rain,Rocky,9.4,40.8,Medium,2026-09-17T19:00:00,2026-09-17T20:19:00,Medium,Scheduled
TSK-00666,2026-09-17,OP-010,MC-009,SITE-C,Material Loading,Clear,Soft Soil,28.7,92.5,Medium,2026-09-17T07:00:00,2026-09-17T07:44:00,Medium,Scheduled
TSK-00667,2026-09-17,OP-010,MC-010,SITE-C,Material Loading,High Wind,Rocky,19.5,94.6,Low,2026-09-17T08:14:00,2026-09-17T09:20:00,Medium,Scheduled
TSK-00668,2026-09-17,OP-010,MC-003,SITE-B,Trenching,Rain,Hard Soil,28.8,63.6,Low,2026-09-17T09:30:00,2026-09-17T11:20:00,Low,Scheduled
TSK-00669,2026-09-17,OP-011,MC-010,SITE-D,Excavation,Rain,Soft Soil,18.2,60.7,Low,2026-09-17T19:00:00,2026-09-17T20:37:00,Medium,Scheduled
TSK-00670,2026-09-17,OP-012,MC-005,SITE-A,Material Loading,High Wind,Muddy,19.9,77.5,Medium,2026-09-17T07:00:00,2026-09-17T08:08:00,Medium,Scheduled
TSK-00671,2026-09-17,OP-013,MC-009,SITE-D,Excavation,Clear,Muddy,19.5,67.0,Medium,2026-09-17T19:00:00,2026-09-17T20:43:00,Medium,Scheduled
TSK-00672,2026-09-17,OP-014,MC-002,SITE-C,Trenching,Clear,Rocky,32.6,92.5,Low,2026-09-17T07:00:00,2026-09-17T09:20:00,Medium,Scheduled
TSK-00673,2026-09-17,OP-015,MC-008,SITE-A,Grading,Dust Storm,Rocky,27.1,5.0,Medium,2026-09-17T19:00:00,2026-09-17T20:46:00,Medium,Scheduled
TSK-00674,2026-09-17,OP-015,MC-010,SITE-D,Trenching,Dust Storm,Rocky,25.6,30.1,Low,2026-09-17T20:56:00,2026-09-17T23:21:00,Low,Scheduled
TSK-00675,2026-09-18,OP-001,MC-006,SITE-B,Demolition,Clear,Soft Soil,24.5,71.1,Medium,2026-09-18T19:00:00,2026-09-18T21:10:00,Medium,Scheduled
TSK-00676,2026-09-18,OP-002,MC-009,SITE-A,Excavation,Clear,Rocky,24.2,92.0,Medium,2026-09-18T07:00:00,2026-09-18T09:00:00,High,Scheduled
TSK-00677,2026-09-18,OP-003,MC-006,SITE-B,Excavation,Rain,Hard Soil,15.4,33.7,Low,2026-09-18T19:00:00,2026-09-18T21:04:00,High,Scheduled
TSK-00678,2026-09-18,OP-003,MC-004,SITE-A,Excavation,Clear,Hard Soil,9.5,63.5,Medium,2026-09-18T21:19:00,2026-09-18T22:57:00,Low,Scheduled
TSK-00679,2026-09-18,OP-003,MC-003,SITE-D,Excavation,Rain,Soft Soil,24.4,69.6,Low,2026-09-18T23:07:00,2026-09-19T00:38:00,Medium,Scheduled
TSK-00680,2026-09-18,OP-004,MC-009,SITE-C,Material Loading,Clear,Hard Soil,34.3,94.0,Medium,2026-09-18T07:00:00,2026-09-18T07:47:00,Low,Scheduled
TSK-00681,2026-09-18,OP-004,MC-002,SITE-B,Material Loading,Clear,Soft Soil,31.2,93.5,Low,2026-09-18T08:02:00,2026-09-18T08:59:00,Low,Scheduled
TSK-00682,2026-09-18,OP-004,MC-009,SITE-C,Grading,Clear,Muddy,25.0,80.9,High,2026-09-18T09:29:00,2026-09-18T11:06:00,Low,Scheduled
TSK-00683,2026-09-18,OP-005,MC-002,SITE-D,Trenching,Rain,Soft Soil,21.1,82.9,Low,2026-09-18T19:00:00,2026-09-18T20:50:00,High,Scheduled
TSK-00684,2026-09-18,OP-006,MC-005,SITE-D,Grading,Rain,Muddy,17.7,62.9,Low,2026-09-18T07:00:00,2026-09-18T08:44:00,High,Scheduled
TSK-00685,2026-09-18,OP-006,MC-010,SITE-D,Demolition,Clear,Hard Soil,32.8,100.0,Medium,2026-09-18T09:04:00,2026-09-18T11:24:00,High,Scheduled
TSK-00686,2026-09-18,OP-007,MC-007,SITE-A,Material Loading,Rain,Rocky,14.8,35.3,Medium,2026-09-18T19:00:00,2026-09-18T20:15:00,Low,Scheduled
TSK-00687,2026-09-18,OP-007,MC-009,SITE-C,Trenching,Dust Storm,Hard Soil,31.7,18.1,Medium,2026-09-18T20:30:00,2026-09-18T23:10:00,Low,Scheduled
TSK-00688,2026-09-18,OP-007,MC-001,SITE-D,Excavation,Clear,Hard Soil,25.1,80.7,Low,2026-09-18T23:25:00,2026-09-19T01:01:00,Medium,Scheduled
TSK-00689,2026-09-18,OP-008,MC-008,SITE-A,Demolition,Clear,Soft Soil,17.8,83.7,Medium,2026-09-18T07:00:00,2026-09-18T08:59:00,Medium,Scheduled
TSK-00690,2026-09-18,OP-008,MC-001,SITE-A,Trenching,Clear,Hard Soil,24.3,82.2,High,2026-09-18T09:09:00,2026-09-18T10:59:00,Medium,Scheduled
TSK-00691,2026-09-18,OP-008,MC-001,SITE-B,Grading,Rain,Rocky,26.4,58.4,High,2026-09-18T11:19:00,2026-09-18T13:33:00,Low,Scheduled
TSK-00692,2026-09-18,OP-009,MC-001,SITE-B,Trenching,Rain,Hard Soil,17.7,47.9,High,2026-09-18T19:00:00,2026-09-18T21:13:00,Medium,Scheduled
TSK-00693,2026-09-18,OP-010,MC-010,SITE-B,Grading,High Wind,Muddy,27.9,80.6,Medium,2026-09-18T07:00:00,2026-09-18T08:35:00,Medium,Scheduled
TSK-00694,2026-09-18,OP-011,MC-009,SITE-C,Material Loading,High Wind,Hard Soil,12.6,67.0,Low,2026-09-18T19:00:00,2026-09-18T19:56:00,Medium,Scheduled
TSK-00695,2026-09-18,OP-012,MC-002,SITE-D,Grading,Clear,Rocky,20.8,90.1,High,2026-09-18T07:00:00,2026-09-18T08:44:00,High,Scheduled
TSK-00696,2026-09-18,OP-012,MC-002,SITE-B,Excavation,Clear,Hard Soil,20.8,90.4,Medium,2026-09-18T08:59:00,2026-09-18T10:58:00,Low,Scheduled
TSK-00697,2026-09-18,OP-012,MC-005,SITE-D,Excavation,Dust Storm,Rocky,26.2,30.9,High,2026-09-18T11:28:00,2026-09-18T13:48:00,Low,Scheduled
TSK-00698,2026-09-18,OP-013,MC-009,SITE-D,Demolition,Clear,Hard Soil,14.3,81.0,High,2026-09-18T19:00:00,2026-09-18T21:17:00,Medium,Scheduled
TSK-00699,2026-09-18,OP-013,MC-006,SITE-A,Trenching,Clear,Muddy,12.7,81.6,High,2026-09-18T21:47:00,2026-09-19T00:14:00,High,Scheduled
TSK-00700,2026-09-18,OP-014,MC-005,SITE-D,Material Loading,High Wind,Hard Soil,29.3,76.5,Low,2026-09-18T07:00:00,2026-09-18T07:58:00,Low,Scheduled
TSK-00701,2026-09-18,OP-015,MC-010,SITE-C,Demolition,Clear,Muddy,21.3,73.2,Medium,2026-09-18T19:00:00,2026-09-18T21:25:00,Low,Scheduled
TSK-00702,2026-09-18,OP-015,MC-001,SITE-D,Trenching,Clear,Rocky,16.9,79.0,High,2026-09-18T21:35:00,2026-09-18T23:34:00,High,Scheduled
TSK-00703,2026-09-18,OP-015,MC-004,SITE-C,Trenching,Clear,Rocky,22.1,82.9,Medium,2026-09-18T23:44:00,2026-09-19T02:31:00,Medium,Scheduled
TSK-00704,2026-09-19,OP-001,MC-009,SITE-C,Trenching,Dust Storm,Soft Soil,32.4,16.8,Low,2026-09-19T19:00:00,2026-09-19T20:50:00,High,Scheduled
TSK-00705,2026-09-19,OP-002,MC-004,SITE-B,Grading,Clear,Rocky,33.4,87.7,Medium,2026-09-19T07:00:00,2026-09-19T08:36:00,High,Scheduled
TSK-00706,2026-09-19,OP-003,MC-009,SITE-B,Demolition,Clear,Rocky,27.4,91.8,Medium,2026-09-19T19:00:00,2026-09-19T21:56:00,Medium,Scheduled
TSK-00707,2026-09-19,OP-004,MC-001,SITE-A,Trenching,Clear,Rocky,23.5,100.0,High,2026-09-19T07:00:00,2026-09-19T08:51:00,Low,Scheduled
TSK-00708,2026-09-19,OP-004,MC-008,SITE-D,Grading,Clear,Muddy,24.4,96.0,Low,2026-09-19T09:01:00,2026-09-19T10:35:00,Low,Scheduled
TSK-00709,2026-09-19,OP-004,MC-003,SITE-B,Trenching,Clear,Hard Soil,26.2,84.2,Low,2026-09-19T10:45:00,2026-09-19T12:21:00,High,Scheduled
TSK-00710,2026-09-19,OP-005,MC-008,SITE-C,Trenching,Clear,Hard Soil,24.3,83.1,Low,2026-09-19T19:00:00,2026-09-19T20:38:00,Low,Scheduled
TSK-00711,2026-09-19,OP-006,MC-009,SITE-A,Demolition,Dust Storm,Hard Soil,27.9,11.4,High,2026-09-19T07:00:00,2026-09-19T09:53:00,High,Scheduled
TSK-00712,2026-09-19,OP-007,MC-009,SITE-C,Trenching,Clear,Muddy,25.6,70.1,Low,2026-09-19T19:00:00,2026-09-19T21:00:00,Medium,Scheduled
TSK-00713,2026-09-19,OP-007,MC-007,SITE-B,Excavation,Clear,Rocky,18.5,73.2,Low,2026-09-19T21:15:00,2026-09-19T23:07:00,Low,Scheduled
TSK-00714,2026-09-19,OP-008,MC-008,SITE-B,Grading,High Wind,Hard Soil,32.3,80.0,Low,2026-09-19T07:00:00,2026-09-19T07:59:00,Medium,Scheduled
TSK-00715,2026-09-19,OP-008,MC-010,SITE-B,Grading,Clear,Rocky,38.0,90.8,Low,2026-09-19T08:09:00,2026-09-19T09:55:00,High,Scheduled
TSK-00716,2026-09-19,OP-009,MC-005,SITE-C,Demolition,Clear,Muddy,20.2,86.4,High,2026-09-19T19:00:00,2026-09-19T21:48:00,Medium,Scheduled
TSK-00717,2026-09-19,OP-009,MC-001,SITE-B,Grading,High Wind,Rocky,11.0,78.2,Low,2026-09-19T22:08:00,2026-09-19T23:53:00,Medium,Scheduled
TSK-00718,2026-09-19,OP-010,MC-002,SITE-D,Trenching,Clear,Soft Soil,24.0,96.1,High,2026-09-19T07:00:00,2026-09-19T08:28:00,High,Scheduled
TSK-00719,2026-09-19,OP-011,MC-009,SITE-C,Trenching,Clear,Hard Soil,29.2,67.9,Low,2026-09-19T19:00:00,2026-09-19T20:59:00,High,Scheduled
TSK-00720,2026-09-19,OP-012,MC-003,SITE-C,Demolition,Clear,Soft Soil,25.1,88.8,Medium,2026-09-19T07:00:00,2026-09-19T09:02:00,High,Scheduled
TSK-00721,2026-09-19,OP-013,MC-006,SITE-B,Material Loading,Clear,Soft Soil,13.9,72.3,Medium,2026-09-19T19:00:00,2026-09-19T19:51:00,Medium,Scheduled
TSK-00722,2026-09-19,OP-013,MC-007,SITE-C,Demolition,Clear,Muddy,18.4,73.3,Low,2026-09-19T20:21:00,2026-09-19T22:45:00,Medium,Scheduled
TSK-00723,2026-09-19,OP-013,MC-009,SITE-C,Trenching,Clear,Muddy,26.8,80.7,Low,2026-09-19T23:15:00,2026-09-20T01:40:00,High,Scheduled
TSK-00724,2026-09-19,OP-014,MC-007,SITE-A,Excavation,High Wind,Muddy,14.9,69.9,Low,2026-09-19T07:00:00,2026-09-19T09:00:00,Medium,Scheduled
TSK-00725,2026-09-19,OP-014,MC-005,SITE-B,Grading,Clear,Hard Soil,37.1,89.6,Low,2026-09-19T09:20:00,2026-09-19T10:49:00,Medium,Scheduled
TSK-00726,2026-09-19,OP-015,MC-002,SITE-A,Demolition,Dust Storm,Rocky,37.2,28.1,Medium,2026-09-19T19:00:00,2026-09-19T22:03:00,Low,Scheduled
TSK-00727,2026-09-19,OP-015,MC-009,SITE-C,Excavation,Clear,Muddy,22.0,66.3,Medium,2026-09-19T22:33:00,2026-09-20T00:22:00,High,Scheduled
TSK-00728,2026-09-19,OP-015,MC-008,SITE-B,Trenching,Clear,Rocky,26.5,79.2,High,2026-09-20T00:42:00,2026-09-20T02:53:00,Medium,Scheduled
TSK-00729,2026-09-20,OP-001,MC-006,SITE-C,Excavation,Rain,Muddy,18.2,50.9,Low,2026-09-20T19:00:00,2026-09-20T21:18:00,Low,Scheduled
TSK-00730,2026-09-20,OP-001,MC-010,SITE-B,Material Loading,Clear,Hard Soil,24.2,71.4,Low,2026-09-20T21:28:00,2026-09-20T22:17:00,Medium,Scheduled
TSK-00731,2026-09-20,OP-001,MC-002,SITE-A,Demolition,Clear,Soft Soil,18.6,61.7,Medium,2026-09-20T22:37:00,2026-09-21T00:46:00,Low,Scheduled
TSK-00732,2026-09-20,OP-002,MC-003,SITE-C,Material Loading,Dust Storm,Rocky,19.1,64.9,Medium,2026-09-20T07:00:00,2026-09-20T08:14:00,Low,Scheduled
TSK-00733,2026-09-20,OP-002,MC-004,SITE-C,Grading,Dust Storm,Soft Soil,27.1,5.6,Low,2026-09-20T08:34:00,2026-09-20T09:52:00,Medium,Scheduled
TSK-00734,2026-09-20,OP-003,MC-006,SITE-C,Excavation,High Wind,Hard Soil,22.0,43.1,Low,2026-09-20T19:00:00,2026-09-20T20:50:00,High,Scheduled
TSK-00735,2026-09-20,OP-003,MC-001,SITE-A,Excavation,Clear,Soft Soil,22.7,80.3,High,2026-09-20T21:05:00,2026-09-20T22:14:00,Medium,Scheduled
TSK-00736,2026-09-20,OP-003,MC-003,SITE-B,Grading,Dust Storm,Rocky,28.0,20.4,Medium,2026-09-20T22:24:00,2026-09-21T00:25:00,Low,Scheduled
TSK-00737,2026-09-20,OP-004,MC-006,SITE-B,Grading,Clear,Hard Soil,29.6,88.0,High,2026-09-20T07:00:00,2026-09-20T08:19:00,High,Scheduled
TSK-00738,2026-09-20,OP-005,MC-006,SITE-A,Trenching,Clear,Muddy,24.6,72.7,Low,2026-09-20T19:00:00,2026-09-20T21:23:00,High,Scheduled
TSK-00739,2026-09-20,OP-006,MC-009,SITE-D,Excavation,Clear,Rocky,21.5,91.5,Low,2026-09-20T07:00:00,2026-09-20T08:51:00,Low,Scheduled
TSK-00740,2026-09-20,OP-007,MC-005,SITE-B,Grading,Clear,Hard Soil,29.1,71.4,Medium,2026-09-20T19:00:00,2026-09-20T20:31:00,Medium,Scheduled
TSK-00741,2026-09-20,OP-008,MC-006,SITE-C,Demolition,Clear,Hard Soil,26.3,93.4,Medium,2026-09-20T07:00:00,2026-09-20T09:08:00,High,Scheduled
TSK-00742,2026-09-20,OP-008,MC-004,SITE-A,Material Loading,Clear,Hard Soil,33.0,90.6,Medium,2026-09-20T09:18:00,2026-09-20T10:07:00,High,Scheduled
TSK-00743,2026-09-20,OP-009,MC-009,SITE-B,Material Loading,High Wind,Muddy,14.7,60.0,Medium,2026-09-20T19:00:00,2026-09-20T20:09:00,Low,Scheduled
TSK-00744,2026-09-20,OP-010,MC-008,SITE-D,Trenching,Clear,Hard Soil,20.6,89.1,Low,2026-09-20T07:00:00,2026-09-20T08:55:00,Low,Scheduled
TSK-00745,2026-09-20,OP-010,MC-008,SITE-D,Trenching,Clear,Hard Soil,33.9,100.0,High,2026-09-20T09:15:00,2026-09-20T10:53:00,High,Scheduled
TSK-00746,2026-09-20,OP-011,MC-010,SITE-A,Trenching,Clear,Soft Soil,23.1,69.7,Medium,2026-09-20T19:00:00,2026-09-20T20:41:00,Low,Scheduled
TSK-00747,2026-09-20,OP-012,MC-004,SITE-C,Grading,High Wind,Muddy,18.7,73.3,Medium,2026-09-20T07:00:00,2026-09-20T08:28:00,High,Scheduled
TSK-00748,2026-09-20,OP-012,MC-002,SITE-C,Excavation,Clear,Muddy,28.2,100.0,Low,2026-09-20T08:58:00,2026-09-20T10:58:00,Low,Scheduled
TSK-00749,2026-09-20,OP-012,MC-003,SITE-B,Grading,Clear,Soft Soil,31.8,80.4,Low,2026-09-20T11:08:00,2026-09-20T12:03:00,Medium,Scheduled
TSK-00750,2026-09-20,OP-013,MC-009,SITE-D,Trenching,Clear,Muddy,22.8,79.7,Low,2026-09-20T19:00:00,2026-09-20T21:00:00,Medium,Scheduled
TSK-00751,2026-09-20,OP-014,MC-008,SITE-D,Trenching,Rain,Muddy,21.1,69.6,Medium,2026-09-20T07:00:00,2026-09-20T09:40:00,Medium,Scheduled
TSK-00752,2026-09-20,OP-014,MC-010,SITE-A,Trenching,Clear,Muddy,25.3,81.7,Medium,2026-09-20T09:55:00,2026-09-20T12:20:00,Low,Scheduled
TSK-00753,2026-09-20,OP-015,MC-001,SITE-A,Excavation,Dust Storm,Muddy,26.8,19.3,High,2026-09-20T19:00:00,2026-09-20T21:05:00,Medium,Scheduled
TSK-00754,2026-09-21,OP-001,MC-003,SITE-A,Trenching,Rain,Muddy,16.1,66.7,Medium,2026-09-21T19:00:00,2026-09-21T21:22:00,Medium,Scheduled
TSK-00755,2026-09-21,OP-002,MC-003,SITE-A,Trenching,High Wind,Soft Soil,25.9,69.4,Medium,2026-09-21T07:00:00,2026-09-21T08:53:00,Medium,Scheduled
TSK-00756,2026-09-21,OP-003,MC-006,SITE-A,Grading,Clear,Rocky,28.4,70.8,Medium,2026-09-21T19:00:00,2026-09-21T20:45:00,Low,Scheduled
