task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,priority,status,scheduled_duration_min,actual_duration_min,overrun_min,idle_pct,seatbelt_compliance_pct,proximity_alert_count,unsafe_event_count,avg_speed_kmph,max_speed_kmph,avg_engine_temp_c,avg_vibration
TSK-00518,2026-09-12,OP-006,MC-007,SITE-A,Grading,Clear,Muddy,Medium,Scheduled,48.0,53.0,5.0,3.7,100.0,0,0,7.787037037037037,13.8,85.46481481481482,3.1753703703703704
TSK-00519,2026-09-12,OP-006,MC-010,SITE-D,Demolition,Rain,Hard Soil,Medium,Scheduled,83.0,89.0,6.0,1.1,100.0,0,0,8.035555555555556,16.3,84.88555555555556,2.9823333333333335
TSK-00520,2026-09-12,OP-007,MC-010,SITE-D,Demolition,Dust Storm,Soft Soil,High,Scheduled,61.0,77.0,16.0,19.2,100.0,1,0,6.014102564102564,14.1,85.88333333333333,2.8596153846153847
TSK-00521,2026-09-12,OP-008,MC-001,SITE-C,Demolition,Clear,Soft Soil,Low,Scheduled,142.0,133.0,-9.0,3.0,100.0,2,0,7.601492537313433,14.7,84.93358208955225,3.066417910447761
TSK-00522,2026-09-12,OP-009,MC-004,SITE-A,Grading,Clear,Soft Soil,Medium,Scheduled,96.0,91.0,-5.0,4.3,100.0,0,0,7.840217391304347,15.2,84.67934782608695,2.978478260869565
TSK-00523,2026-09-12,OP-010,MC-009,SITE-C,Trenching,Clear,Soft Soil,High,Scheduled,97.0,75.0,-22.0,3.9,100.0,0,0,8.405263157894737,14.4,85.39078947368421,3.1013157894736842
TSK-00524,2026-09-12,OP-011,MC-004,SITE-C,Trenching,Clear,Hard Soil,Medium,Scheduled,127.0,170.0,43.0,29.2,100.0,0,0,5.874269005847953,14.7,85.50526315789473,2.9330994152046785
TSK-00525,2026-09-12,OP-012,MC-001,SITE-B,Material Loading,Rain,Soft Soil,Medium,Scheduled,64.0,66.0,2.0,7.5,100.0,1,0,7.414925373134328,15.0,84.7179104477612,2.979701492537313
TSK-00526,2026-09-12,OP-012,MC-006,SITE-D,Excavation,Clear,Hard Soil,Low,Scheduled,56.0,48.0,-8.0,6.1,100.0,1,0,7.16734693877551,13.9,85.0,2.847755102040816
TSK-00527,2026-09-12,OP-013,MC-007,SITE-C,Trenching,Clear,Soft Soil,Medium,Scheduled,162.0,151.0,-11.0,5.3,100.0,0,0,7.632236842105263,16.7,84.15723684210526,2.9905921052631577
TSK-00528,2026-09-12,OP-014,MC-001,SITE-A,Grading,Clear,Rocky,High,Scheduled,110.0,121.0,11.0,4.1,100.0,0,0,7.262295081967213,13.1,85.56147540983606,2.87
TSK-00529,2026-09-12,OP-015,MC-001,SITE-D,Material Loading,Clear,Hard Soil,Medium,Scheduled,113.0,88.0,-25.0,3.4,100.0,0,0,7.4707865168539325,15.2,84.61348314606742,3.1838202247191014
TSK-00530,2026-09-12,OP-015,MC-002,SITE-D,Demolition,Clear,Rocky,High,Scheduled,102.0,106.0,4.0,3.7,100.0,0,0,7.946728971962616,14.6,86.51495327102803,3.12196261682243
TSK-00531,2026-09-13,OP-001,MC-009,SITE-A,Trenching,Clear,Rocky,High,Scheduled,66.0,79.0,13.0,6.2,100.0,2,0,7.816249999999999,16.2,84.09875,3.291875
TSK-00532,2026-09-13,OP-001,MC-003,SITE-C,Material Loading,Rain,Rocky,Low,Scheduled,127.0,88.0,-39.0,4.5,100.0,2,0,7.432584269662922,15.5,84.51123595505618,3.0599999999999996
TSK-00533,2026-09-13,OP-002,MC-004,SITE-A,Demolition,Clear,Rocky,High,Scheduled,88.0,96.0,8.0,30.9,100.0,0,0,5.338144329896907,14.8,85.0701030927835,3.0259793814432987
TSK-00534,2026-09-13,OP-003,MC-004,SITE-D,Material Loading,Clear,Muddy,Medium,Scheduled,89.0,107.0,18.0,4.6,100.0,0,0,7.8314814814814815,15.9,83.85925925925925,2.968148148148148
TSK-00535,2026-09-13,OP-004,MC-005,SITE-B,Material Loading,Rain,Hard Soil,High,Scheduled,74.0,48.0,-26.0,6.1,100.0,0,0,7.587755102040816,17.1,83.16938775510205,3.0604081632653064
TSK-00536,2026-09-13,OP-004,MC-002,SITE-C,Demolition,Clear,Hard Soil,High,Scheduled,111.0,76.0,-35.0,9.1,100.0,1,0,7.305194805194805,16.6,83.37532467532468,2.8512987012987017
TSK-00537,2026-09-13,OP-004,MC-006,SITE-C,Excavation,Clear,Rocky,High,Scheduled,30.0,36.0,6.0,0.0,100.0,0,0,8.164864864864866,14.7,86.03243243243243,2.8316216216216215
TSK-00538,2026-09-13,OP-005,MC-009,SITE-A,Grading,Clear,Rocky,Medium,Scheduled,85.0,67.0,-18.0,1.5,100.0,0,0,8.279411764705882,15.3,84.79117647058824,2.8813235294117647
TSK-00539,2026-09-13,OP-006,MC-005,SITE-C,Demolition,Clear,Soft Soil,Medium,Scheduled,69.0,60.0,-9.0,8.2,100.0,0,0,7.077049180327869,15.2,84.74590163934427,2.9280327868852463
TSK-00540,2026-09-13,OP-006,MC-004,SITE-A,Trenching,Dust Storm,Soft Soil,High,Scheduled,96.0,94.0,-2.0,3.2,100.0,0,0,7.801052631578948,14.8,84.48,2.9692631578947366
TSK-00541,2026-09-13,OP-007,MC-004,SITE-D,Excavation,Dust Storm,Hard Soil,Low,Scheduled,110.0,107.0,-3.0,29.6,100.0,1,0,6.160185185185185,16.8,84.00833333333333,2.9059259259259256
TSK-00542,2026-09-13,OP-007,MC-001,SITE-C,Trenching,High Wind,Muddy,Low,Scheduled,83.0,93.0,10.0,23.4,100.0,1,1,6.532978723404256,15.6,86.30425531914894,3.1369148936170212
TSK-00543,2026-09-13,OP-007,MC-005,SITE-B,Excavation,Clear,Hard Soil,Medium,Scheduled,124.0,135.0,11.0,22.8,100.0,0,0,6.517647058823529,15.1,85.05514705882354,2.860735294117647
TSK-00544,2026-09-13,OP-008,MC-005,SITE-D,Material Loading,Clear,Hard Soil,High,Scheduled,58.0,60.0,2.0,4.9,100.0,1,0,7.7655737704918035,15.5,84.55901639344263,3.1640983606557374
TSK-00545,2026-09-13,OP-009,MC-007,SITE-A,Grading,Rain,Muddy,Medium,Scheduled,125.0,125.0,0.0,11.1,0.0,2,1,7.257142857142857,14.9,85.02698412698412,3.0823015873015875
TSK-00546,2026-09-13,OP-010,MC-004,SITE-D,Excavation,Clear,Hard Soil,High,Scheduled,84.0,103.0,19.0,5.8,100.0,0,0,7.509615384615385,13.6,85.33076923076922,3.0320192307692304
TSK-00547,2026-09-13,OP-010,MC-005,SITE-A,Material Loading,Rain,Hard Soil,Low,Scheduled,49.0,55.0,6.0,5.4,100.0,0,0,7.8,14.8,84.3125,3.2208928571428572
TSK-00548,2026-09-13,OP-010,MC-003,SITE-B,Grading,Rain,Rocky,Medium,Scheduled,37.0,42.0,5.0,9.3,0.0,2,1,7.476744186046512,17.3,85.85813953488372,2.7323255813953486
TSK-00549,2026-09-13,OP-011,MC-003,SITE-D,Demolition,Clear,Hard Soil,Low,Scheduled,149.0,194.0,45.0,25.6,100.0,2,1,6.02051282051282,21.2,85.54102564102564,3.1590256410256408
TSK-00550,2026-09-13,OP-012,MC-005,SITE-C,Trenching,Rain,Rocky,Medium,Scheduled,104.0,77.0,-27.0,7.7,100.0,0,0,7.892307692307693,17.1,84.5025641025641,2.9623076923076925
TSK-00551,2026-09-13,OP-013,MC-004,SITE-D,Material Loading,Rain,Hard Soil,Medium,Scheduled,79.0,74.0,-5.0,10.7,100.0,3,0,6.849333333333334,14.4,85.45733333333334,2.984
TSK-00552,2026-09-13,OP-014,MC-009,SITE-B,Grading,Clear,Soft Soil,High,Scheduled,91.0,104.0,13.0,4.8,100.0,1,0,7.601904761904763,15.6,84.86285714285715,2.9258095238095234
TSK-00553,2026-09-13,OP-015,MC-003,SITE-C,Excavation,Clear,Rocky,High,Scheduled,103.0,101.0,-2.0,7.8,100.0,0,0,7.349019607843138,16.5,86.56764705882352,2.974901960784314
TSK-00554,2026-09-14,OP-001,MC-003,SITE-A,Excavation,Clear,Soft Soil,Medium,Scheduled,46.0,48.0,2.0,8.2,100.0,0,0,7.5632653061224495,15.1,84.23469387755102,2.8293877551020405
TSK-00555,2026-09-14,OP-002,MC-002,SITE-A,Demolition,Clear,Hard Soil,Low,Scheduled,115.0,146.0,31.0,29.9,100.0,2,2,5.878231292517007,25.5,84.99115646258504,2.9106802721088436
TSK-00556,2026-09-14,OP-002,MC-006,SITE-C,Trenching,Rain,Rocky,High,Scheduled,92.0,111.0,19.0,29.5,100.0,1,1,6.386607142857143,22.3,84.91607142857143,3.1347321428571426
TSK-00557,2026-09-14,OP-002,MC-008,SITE-D,Excavation,Clear,Soft Soil,Medium,Scheduled,115.0,143.0,28.0,25.0,100.0,0,0,6.137499999999999,14.3,83.92361111111111,3.0605555555555557
TSK-00558,2026-09-14,OP-003,MC-001,SITE-D,Grading,Rain,Rocky,High,Scheduled,80.0,89.0,9.0,6.7,100.0,0,0,7.352222222222223,16.6,83.84888888888888,2.9868888888888887
TSK-00559,2026-09-14,OP-004,MC-002,SITE-D,Material Loading,Clear,Muddy,Low,Scheduled,108.0,107.0,-1.0,6.5,100.0,2,0,7.118518518518518,15.0,85.28518518518518,3.082777777777778
TSK-00560,2026-09-14,OP-005,MC-007,SITE-B,Excavation,Clear,Soft Soil,Low,Scheduled,64.0,69.0,5.0,7.1,100.0,0,0,7.818571428571428,14.9,84.41142857142857,2.705
TSK-00561,2026-09-14,OP-005,MC-006,SITE-B,Excavation,Rain,Soft Soil,High,Scheduled,92.0,107.0,15.0,7.4,100.0,0,0,7.439814814814815,15.1,84.61666666666667,3.0589814814814815
TSK-00562,2026-09-14,OP-005,MC-004,SITE-C,Grading,Clear,Rocky,Medium,Scheduled,50.0,43.0,-7.0,0.0,0.0,0,1,7.415909090909091,11.5,86.15454545454544,3.059090909090909
TSK-00563,2026-09-14,OP-006,MC-007,SITE-A,Grading,Dust Storm,Rocky,Medium,Scheduled,142.0,130.0,-12.0,6.1,100.0,1,0,7.200763358778626,17.0,84.68931297709923,3.1691603053435116
TSK-00564,2026-09-14,OP-006,MC-008,SITE-D,Excavation,Clear,Soft Soil,Low,Scheduled,61.0,59.0,-2.0,5.0,100.0,3,0,7.418333333333334,13.1,85.10166666666667,2.9628333333333337
TSK-00565,2026-09-14,OP-006,MC-005,SITE-B,Material Loading,Clear,Muddy,High,Scheduled,69.0,80.0,11.0,2.5,100.0,1,0,7.28641975308642,14.7,85.58765432098765,3.091851851851852
TSK-00566,2026-09-14,OP-007,MC-001,SITE-C,Material Loading,Clear,Muddy,Medium,Scheduled,110.0,112.0,2.0,29.2,100.0,1,0,6.186725663716814,16.2,84.94513274336282,2.9216814159292035
TSK-00567,2026-09-14,OP-007,MC-003,SITE-C,Trenching,Rain,Muddy,Medium,Scheduled,88.0,122.0,34.0,26.8,100.0,1,0,6.2073170731707314,17.9,84.76585365853659,3.0469918699186995
TSK-00568,2026-09-14,OP-008,MC-005,SITE-B,Excavation,High Wind,Hard Soil,Low,Scheduled,113.0,123.0,10.0,11.3,100.0,1,0,7.392741935483872,18.2,84.8233870967742,2.9194354838709677
TSK-00569,2026-09-14,OP-009,MC-003,SITE-D,Grading,Rain,Rocky,High,Scheduled,88.0,90.0,2.0,4.4,100.0,1,0,7.8,15.3,84.42747252747252,3.0507692307692307
TSK-00570,2026-09-14,OP-009,MC-005,SITE-B,Trenching,High Wind,Soft Soil,Medium,Scheduled,125.0,124.0,-1.0,4.0,0.0,0,1,7.4384,15.3,85.1136,2.89128
TSK-00571,2026-09-14,OP-009,MC-001,SITE-A,Excavation,Clear,Rocky,Low,Scheduled,105.0,98.0,-7.0,6.1,100.0,0,0,7.646464646464646,14.3,84.04848484848485,3.1107070707070705
TSK-00572,2026-09-14,OP-010,MC-001,SITE-A,Trenching,Rain,Hard Soil,Medium,Scheduled,116.0,143.0,27.0,4.9,100.0,3,0,7.286111111111111,15.9,84.92430555555556,3.1785416666666664
TSK-00573,2026-09-14,OP-011,MC-007,SITE-B,Demolition,Dust Storm,Soft Soil,Low,Scheduled,111.0,145.0,34.0,27.4,100.0,0,0,6.134931506849315,16.5,85.29109589041096,3.0726027397260274
TSK-00574,2026-09-14,OP-011,MC-009,SITE-D,Trenching,Dust Storm,Soft Soil,Medium,Scheduled,85.0,89.0,4.0,20.0,100.0,3,1,6.953333333333333,24.1,84.48333333333333,2.995333333333333
TSK-00575,2026-09-14,OP-012,MC-009,SITE-C,Material Loading,Clear,Hard Soil,High,Scheduled,58.0,68.0,10.0,5.8,100.0,1,1,7.327536231884057,13.3,84.50144927536232,3.161304347826087
TSK-00576,2026-09-14,OP-012,MC-005,SITE-D,Grading,Clear,Muddy,High,Scheduled,136.0,138.0,2.0,6.5,100.0,0,0,7.299280575539568,14.2,85.05467625899281,2.932589928057554
TSK-00577,2026-09-14,OP-013,MC-006,SITE-D,Trenching,Clear,Muddy,High,Scheduled,70.0,54.0,-16.0,5.5,100.0,1,0,7.512727272727273,14.1,85.83090909090909,3.1941818181818182
TSK-00578,2026-09-14,OP-013,MC-002,SITE-A,Trenching,Clear,Soft Soil,Low,Scheduled,92.0,77.0,-15.0,2.6,100.0,3,0,7.885897435897436,16.2,85.27051282051282,3.0033333333333334
TSK-00579,2026-09-14,OP-013,MC-009,SITE-B,Trenching,High Wind,Rocky,Low,Scheduled,64.0,68.0,4.0,5.8,100.0,1,0,7.395652173913044,16.2,84.4608695652174,2.8691304347826088
TSK-00580,2026-09-14,OP-014,MC-010,SITE-C,Demolition,Rain,Muddy,High,Scheduled,31.0,28.0,-3.0,3.4,100.0,1,0,8.048275862068966,14.9,86.72413793103448,3.2413793103448274
TSK-00581,2026-09-14,OP-015,MC-003,SITE-A,Excavation,Rain,Hard Soil,Low,Scheduled,78.0,88.0,10.0,3.4,100.0,1,0,7.275280898876405,13.7,84.4494382022472,3.262134831460674
TSK-00582,2026-09-14,OP-015,MC-007,SITE-C,Material Loading,Clear,Rocky,High,Scheduled,105.0,108.0,3.0,8.3,100.0,2,0,7.455963302752294,14.8,84.48073394495412,2.9962385321100915
TSK-00583,2026-09-15,OP-001,MC-008,SITE-B,Trenching,Clear,Muddy,Low,Scheduled,100.0,84.0,-16.0,7.1,100.0,1,0,7.363529411764706,14.4,84.98941176470589,3.1883529411764706
TSK-00584,2026-09-15,OP-002,MC-007,SITE-B,Excavation,High Wind,Muddy,Low,Scheduled,98.0,105.0,7.0,35.8,100.0,1,0,4.986792452830189,14.6,84.94811320754717,2.9828301886792454
TSK-00585,2026-09-15,OP-002,MC-006,SITE-B,Material Loading,Clear,Muddy,Low,Scheduled,44.0,57.0,13.0,19.0,100.0,0,0,6.191379310344828,13.5,84.35689655172413,3.0056896551724135
TSK-00586,2026-09-15,OP-003,MC-002,SITE-D,Demolition,High Wind,Hard Soil,Medium,Scheduled,109.0,105.0,-4.0,3.8,100.0,1,0,7.733018867924529,16.7,85.11603773584905,3.1612264150943394
TSK-00587,2026-09-15,OP-004,MC-007,SITE-D,Demolition,Clear,Hard Soil,High,Scheduled,51.0,43.0,-8.0,9.1,100.0,0,0,7.068181818181818,13.8,84.89772727272727,3.319545454545455
TSK-00588,2026-09-15,OP-005,MC-006,SITE-A,Trenching,Rain,Rocky,High,Scheduled,107.0,105.0,-2.0,1.9,100.0,0,0,7.782075471698113,15.5,83.8933962264151,3.0431132075471696
TSK-00589,2026-09-15,OP-006,MC-002,SITE-B,Material Loading,Clear,Rocky,Medium,Scheduled,62.0,60.0,-2.0,11.5,100.0,0,0,6.8999999999999995,15.7,85.20819672131147,3.0585245901639344
TSK-00590,2026-09-15,OP-006,MC-002,SITE-B,Grading,Clear,Rocky,High,Scheduled,30.0,30.0,0.0,6.5,100.0,1,0,7.512903225806451,14.2,86.69032258064516,3.0438709677419356
TSK-00591,2026-09-15,OP-006,MC-010,SITE-B,Grading,Clear,Rocky,High,Scheduled,54.0,49.0,-5.0,2.0,100.0,0,0,7.247999999999999,12.6,84.294,2.9354
TSK-00592,2026-09-15,OP-007,MC-007,SITE-B,Demolition,Clear,Rocky,High,Scheduled,89.0,100.0,11.0,27.7,100.0,0,0,6.015841584158416,13.8,84.45445544554455,2.923168316831683
TSK-00593,2026-09-15,OP-007,MC-007,SITE-C,Demolition,Clear,Muddy,High,Scheduled,68.0,85.0,17.0,39.5,100.0,2,2,4.888372093023255,15.0,84.14651162790697,3.0636046511627906
TSK-00594,2026-09-15,OP-008,MC-010,SITE-A,Demolition,Clear,Muddy,Low,Scheduled,81.0,78.0,-3.0,11.4,0.0,2,1,7.359493670886076,14.5,84.00126582278482,3.161518987341772
TSK-00595,2026-09-15,OP-008,MC-006,SITE-A,Grading,Clear,Hard Soil,Medium,Scheduled,79.0,76.0,-3.0,3.9,100.0,0,0,7.963636363636364,14.6,84.86363636363636,2.9955844155844153
TSK-00596,2026-09-15,OP-009,MC-007,SITE-A,Material Loading,Clear,Soft Soil,Medium,Scheduled,154.0,135.0,-19.0,6.6,100.0,0,0,7.366911764705883,14.2,85.60882352941177,3.023823529411765
TSK-00597,2026-09-15,OP-009,MC-007,SITE-A,Demolition,Dust Storm,Hard Soil,High,Scheduled,125.0,114.0,-11.0,3.5,0.0,1,1,7.942608695652174,14.1,84.51478260869565,2.8513913043478265
TSK-00598,2026-09-15,OP-010,MC-010,SITE-C,Excavation,High Wind,Muddy,Medium,Scheduled,131.0,163.0,32.0,4.9,100.0,0,0,7.896341463414634,17.1,85.47865853658537,3.0908536585365853
TSK-00599,2026-09-15,OP-010,MC-008,SITE-A,Excavation,Rain,Hard Soil,High,Scheduled,43.0,48.0,5.0,4.1,100.0,1,0,7.236734693877551,13.1,83.50816326530612,3.2559183673469385
TSK-00600,2026-09-15,OP-010,MC-006,SITE-B,Material Loading,Rain,Hard Soil,High,Scheduled,103.0,89.0,-14.0,7.8,100.0,1,0,7.184444444444445,15.4,86.64666666666666,2.8729999999999998
TSK-00601,2026-09-15,OP-011,MC-007,SITE-D,Grading,High Wind,Soft Soil,Low,Scheduled,30.0,40.0,10.0,19.5,0.0,1,1,7.3219512195121945,14.5,85.80000000000001,3.312682926829268
TSK-00602,2026-09-15,OP-012,MC-008,SITE-D,Excavation,Clear,Rocky,Low,Scheduled,125.0,109.0,-16.0,6.4,100.0,0,0,7.168181818181818,15.0,85.15636363636364,2.993272727272727
TSK-00603,2026-09-15,OP-013,MC-001,SITE-A,Material Loading,Clear,Hard Soil,Low,Scheduled,41.0,34.0,-7.0,8.6,100.0,0,0,7.3914285714285715,12.7,82.02,3.3097142857142856
TSK-00604,2026-09-15,OP-014,MC-010,SITE-A,Demolition,Dust Storm,Rocky,Medium,Scheduled,99.0,105.0,6.0,4.7,100.0,0,0,7.590566037735849,16.5,83.90283018867925,3.014622641509434
TSK-00605,2026-09-15,OP-015,MC-010,SITE-C,Demolition,Clear,Hard Soil,High,Scheduled,126.0,143.0,17.0,6.2,100.0,1,0,7.60486111111111,16.1,87.37222222222222,3.015763888888889
TSK-00606,2026-09-15,OP-015,MC-002,SITE-B,Trenching,Clear,Muddy,Low,Scheduled,77.0,70.0,-7.0,5.6,100.0,0,0,7.814084507042253,17.9,85.36901408450704,2.88056338028169
TSK-00607,2026-09-16,OP-001,MC-001,SITE-B,Material Loading,Clear,Rocky,Low,Scheduled,89.0,103.0,14.0,7.7,100.0,2,0,7.0875,16.7,83.66442307692309,2.9484615384615385
TSK-00608,2026-09-16,OP-001,MC-004,SITE-A,Excavation,Rain,Muddy,Low,Scheduled,40.0,26.0,-14.0,7.4,100.0,0,0,7.222222222222222,12.7,86.88148148148149,3.072592592592593
TSK-00609,2026-09-16,OP-002,MC-010,SITE-C,Trenching,High Wind,Soft Soil,Medium,Scheduled,132.0,195.0,63.0,29.1,100.0,0,0,5.565816326530613,15.3,85.06377551020408,3.126887755102041
TSK-00610,2026-09-16,OP-003,MC-006,SITE-A,Demolition,Dust Storm,Rocky,High,Scheduled,108.0,94.0,-14.0,7.4,100.0,0,0,7.513684210526315,15.8,84.65473684210527,3.190315789473684
TSK-00611,2026-09-16,OP-003,MC-007,SITE-D,Excavation,Clear,Hard Soil,Medium,Scheduled,105.0,76.0,-29.0,5.2,100.0,1,0,7.611688311688312,15.2,83.75064935064935,3.001038961038961
TSK-00612,2026-09-16,OP-004,MC-003,SITE-B,Demolition,Clear,Soft Soil,Low,Scheduled,91.0,67.0,-24.0,1.5,100.0,0,0,8.197058823529412,17.3,84.06617647058823,3.0179411764705883
TSK-00613,2026-09-16,OP-005,MC-010,SITE-A,Grading,Clear,Muddy,High,Scheduled,58.0,63.0,5.0,6.2,100.0,0,0,7.4578125,14.1,85.1734375,2.9121875
TSK-00614,2026-09-16,OP-006,MC-006,SITE-A,Trenching,Rain,Soft Soil,Low,Scheduled,93.0,99.0,6.0,4.0,100.0,1,0,7.523,13.5,86.911,2.7620999999999998
TSK-00615,2026-09-16,OP-007,MC-004,SITE-B,Material Loading,Clear,Hard Soil,Medium,Scheduled,105.0,159.0,54.0,30.6,0.0,2,1,5.915625,23.7,85.463125,2.9947500000000002
TSK-00616,2026-09-16,OP-008,MC-001,SITE-D,Trenching,Clear,Soft Soil,Medium,Scheduled,84.0,95.0,11.0,7.3,100.0,2,0,7.23125,15.9,85.046875,3.0381250000000004
TSK-00617,2026-09-16,OP-008,MC-001,SITE-A,Demolition,Clear,Soft Soil,High,Scheduled,79.0,94.0,15.0,6.3,100.0,2,1,7.873684210526315,13.9,86.54105263157895,3.03378947368421
TSK-00618,2026-09-16,OP-008,MC-004,SITE-C,Demolition,Clear,Rocky,High,Scheduled,71.0,74.0,3.0,2.7,100.0,0,0,8.045333333333334,15.8,85.86133333333333,2.9590666666666667
TSK-00619,2026-09-16,OP-009,MC-006,SITE-D,Trenching,Clear,Soft Soil,Medium,Scheduled,114.0,126.0,12.0,6.3,100.0,3,1,7.536220472440945,17.2,85.20629921259844,2.928267716535433
TSK-00620,2026-09-16,OP-010,MC-001,SITE-B,Trenching,Rain,Rocky,High,Scheduled,61.0,50.0,-11.0,2.0,100.0,0,0,8.086274509803921,16.7,86.3,3.2149019607843137
TSK-00621,2026-09-16,OP-011,MC-010,SITE-C,Excavation,Clear,Hard Soil,Low,Scheduled,138.0,169.0,31.0,22.9,100.0,1,0,6.6505882352941175,16.0,85.17470588235294,2.969764705882353
TSK-00622,2026-09-16,OP-012,MC-010,SITE-D,Demolition,Clear,Soft Soil,Medium,Scheduled,124.0,121.0,-3.0,4.1,100.0,2,0,7.640983606557377,15.5,85.03688524590164,2.952704918032787
TSK-00623,2026-09-16,OP-013,MC-010,SITE-B,Trenching,High Wind,Hard Soil,Low,Scheduled,38.0,24.0,-14.0,4.0,100.0,0,0,7.612,14.3,83.24799999999999,2.7983999999999996
TSK-00624,2026-09-16,OP-014,MC-005,SITE-C,Grading,Clear,Soft Soil,High,Scheduled,108.0,79.0,-29.0,6.2,100.0,0,0,8.1325,14.2,84.79375,2.735125
TSK-00625,2026-09-16,OP-015,MC-004,SITE-C,Excavation,Clear,Hard Soil,High,Scheduled,143.0,158.0,15.0,4.4,100.0,1,0,7.954088050314466,16.0,85.4119496855346,3.1327672955974846
TSK-00626,2026-09-16,OP-015,MC-003,SITE-C,Material Loading,Clear,Hard Soil,Low,Scheduled,34.0,37.0,3.0,5.3,100.0,0,0,7.778947368421053,15.3,83.94736842105263,3.106315789473684
TSK-00627,2026-09-16,OP-015,MC-008,SITE-A,Grading,Clear,Muddy,Medium,Scheduled,89.0,105.0,16.0,6.6,100.0,2,0,7.714150943396227,13.4,85.31037735849057,3.067452830188679
TSK-00628,2026-09-17,OP-001,MC-007,SITE-C,Material Loading,High Wind,Hard Soil,Low,Scheduled,118.0,115.0,-3.0,5.2,100.0,0,0,7.717241379310345,17.7,84.91293103448275,3.056551724137931
TSK-00629,2026-09-17,OP-001,MC-008,SITE-B,Grading,Rain,Muddy,Medium,Scheduled,91.0,102.0,11.0,10.7,100.0,0,0,7.251456310679611,15.6,85.18543689320389,2.9324271844660195
TSK-00630,2026-09-17,OP-002,MC-005,SITE-C,Trenching,Clear,Rocky,Medium,Scheduled,72.0,83.0,11.0,34.5,100.0,0,0,5.133333333333333,15.4,85.09880952380952,2.913333333333333
TSK-00631,2026-09-17,OP-002,MC-003,SITE-A,Grading,Rain,Soft Soil,Medium,Scheduled,66.0,75.0,9.0,21.1,100.0,1,1,6.3052631578947365,23.6,83.90263157894738,2.7111842105263158
TSK-00632,2026-09-17,OP-003,MC-009,SITE-C,Excavation,Rain,Soft Soil,High,Scheduled,69.0,54.0,-15.0,5.5,100.0,1,1,7.050909090909091,13.3,84.15818181818182,2.921090909090909
TSK-00633,2026-09-17,OP-004,MC-003,SITE-B,Excavation,Clear,Muddy,High,Scheduled,62.0,70.0,8.0,4.2,100.0,0,0,7.185915492957746,18.0,85.26197183098591,2.8419718309859157
TSK-00634,2026-09-17,OP-005,MC-002,SITE-D,Grading,Dust Storm,Rocky,Low,Scheduled,121.0,111.0,-10.0,6.2,100.0,2,0,7.35625,15.2,85.59196428571428,2.9105357142857144
TSK-00635,2026-09-17,OP-006,MC-009,SITE-D,Material Loading,Clear,Hard Soil,High,Scheduled,106.0,97.0,-9.0,3.1,100.0,2,0,7.491836734693878,14.2,86.45,2.8173469387755103
TSK-00636,2026-09-17,OP-006,MC-007,SITE-B,Trenching,Clear,Hard Soil,High,Scheduled,90.0,98.0,8.0,3.0,100.0,0,0,7.973737373737373,16.3,84.71212121212122,3.024343434343434
TSK-00637,2026-09-17,OP-006,MC-009,SITE-C,Excavation,Clear,Muddy,Low,Scheduled,124.0,150.0,26.0,7.3,100.0,0,0,7.525165562913907,15.3,84.60993377483445,3.008344370860927
TSK-00638,2026-09-17,OP-007,MC-008,SITE-C,Grading,Clear,Hard Soil,High,Scheduled,84.0,115.0,31.0,25.0,100.0,1,1,6.727586206896552,26.0,84.12241379310345,2.8640517241379313
TSK-00639,2026-09-17,OP-008,MC-003,SITE-D,Trenching,Dust Storm,Soft Soil,High,Scheduled,84.0,75.0,-9.0,1.3,100.0,1,0,8.219736842105263,15.0,84.64342105263158,3.0292105263157896
TSK-00640,2026-09-17,OP-008,MC-001,SITE-A,Demolition,Rain,Rocky,High,Scheduled,121.0,115.0,-6.0,4.3,100.0,0,0,7.723275862068966,16.2,85.90344827586206,3.1139655172413794
TSK-00641,2026-09-17,OP-009,MC-002,SITE-D,Trenching,Clear,Soft Soil,High,Scheduled,47.0,39.0,-8.0,10.0,100.0,1,0,7.4825,13.9,86.53999999999999,2.8805
TSK-00642,2026-09-17,OP-009,MC-008,SITE-D,Grading,Clear,Rocky,Medium,Scheduled,75.0,80.0,5.0,2.5,0.0,2,1,7.5592592592592585,15.2,85.58888888888889,3.087530864197531
TSK-00643,2026-09-17,OP-010,MC-005,SITE-A,Demolition,Dust Storm,Muddy,Low,Scheduled,84.0,59.0,-25.0,3.3,100.0,2,0,7.681666666666667,14.4,83.83833333333334,3.3088333333333333
TSK-00644,2026-09-17,OP-010,MC-008,SITE-A,Demolition,Rain,Hard Soil,Low,Scheduled,78.0,84.0,6.0,3.5,100.0,0,0,7.84470588235294,13.8,85.40588235294118,3.2049411764705886
TSK-00645,2026-09-17,OP-010,MC-010,SITE-B,Material Loading,Rain,Soft Soil,High,Scheduled,85.0,71.0,-14.0,5.6,100.0,0,0,8.087499999999999,14.9,84.59583333333333,2.9743055555555555
TSK-00646,2026-09-17,OP-011,MC-001,SITE-C,Excavation,Clear,Muddy,Medium,Scheduled,118.0,160.0,42.0,28.0,100.0,0,0,6.015527950310559,17.1,85.41987577639752,2.9571428571428573
